Force_X_min,Force_X_max,Force_X_mean,Force_X_std,Force_X_skew,Force_X_kurtosis,Force_X_energy,Force_X_zero_crossings,Force_Y_min,Force_Y_max,Force_Y_mean,Force_Y_std,Force_Y_skew,Force_Y_kurtosis,Force_Y_energy,Force_Y_zero_crossings,Force_Z_min,Force_Z_max,Force_Z_mean,Force_Z_std,Force_Z_skew,Force_Z_kurtosis,Force_Z_energy,Force_Z_zero_crossings,Vibration_X_min,Vibration_X_max,Vibration_X_mean,Vibration_X_std,Vibration_X_skew,Vibration_X_kurtosis,Vibration_X_energy,Vibration_X_zero_crossings,Vibration_Y_min,Vibration_Y_max,Vibration_Y_mean,Vibration_Y_std,Vibration_Y_skew,Vibration_Y_kurtosis,Vibration_Y_energy,Vibration_Y_zero_crossings,Vibration_Z_min,Vibration_Z_max,Vibration_Z_mean,Vibration_Z_std,Vibration_Z_skew,Vibration_Z_kurtosis,Vibration_Z_energy,Vibration_Z_zero_crossings,AE_RMS_min,AE_RMS_max,AE_RMS_mean,AE_RMS_std,AE_RMS_skew,AE_RMS_kurtosis,AE_RMS_energy,AE_RMS_zero_crossings
-5.999,11.397,2.768745616840105,2.9471142424756565,0.1426901563595724,-0.4876730927098913,3579418.4677860006,4980,-15.9,26.906,2.633754935908564,6.030979296235262,0.4359331862562554,0.5342198855878335,9480645.963068,8629,-8.166,16.056,2.082594140864115,3.863397228687693,0.4816216914105355,-0.3117546917772422,4216779.342711,6710,-0.394,0.376,-0.005054511982312,0.0771825232479527,-0.0047223547222689,0.267672645861158,1309.640777,97670,-0.36,0.327,-0.0100760280668414,0.074833548667924,-0.0161482038255481,0.1019822249005928,1248.105861,97262,-0.453,0.38,-0.0125413784912245,0.0814536879511674,-0.0487907156173312,0.1256240471262204,1486.8006090000003,89333,-0.005,0.332,0.1244391245557454,0.0348508286490631,1.7570760227139728,6.127054310938966,3655.658055,8
-6.136,11.099,2.8593240178820136,2.9981126876164668,0.1536469556533469,-0.4522025339659472,3758843.093986,5052,-17.111,28.727,2.74893349955021,6.190812515195507,0.4686517276654311,0.5596583322555531,10047880.830018,8460,-7.991,15.916,2.190762035882753,4.024315319133599,0.4833441883393575,-0.3095323819238889,4597601.760680998,6584,-0.411,0.414,-0.001607655109114,0.0787126870245413,-0.0077866257055225,0.3109108113810106,1357.359512,98497,-0.376,0.373,-0.0055047285048244,0.0761133531411379,-0.038176583554445,0.1684698435981615,1275.2980539999996,98520,-0.425,0.378,-0.0065172267353452,0.0829573527444402,-0.0576819533243564,0.1676042624708604,1516.3736580000002,89929,-0.005,0.329,0.1278245772657324,0.0362878390785357,1.6383884228555974,4.870784362254677,3866.48841,16
-3.812,15.72,4.79127963665475,3.164057955334423,0.6761893809215114,0.0381927399032866,7247790.101043001,1827,-23.583,28.185,2.526301401890414,6.35092504963206,0.4187657466283694,0.6438141950171712,10270383.839828003,7758,-8.117,12.799,1.2382600729601632,3.789466345719947,0.4449564639498616,-0.5126396966352882,3494073.5676920004,6937,-0.346,0.356,0.0078393784740227,0.0803078280163541,0.0186954766530917,0.1462538999170681,1431.367568,85920,-0.305,0.33,0.0129027410096158,0.0757789517455814,-0.0032544083113815,0.0235304779291047,1299.048938,86939,-0.371,0.358,0.0161400616795393,0.0828795199650297,0.0075058889252504,0.0201471992722117,1567.388798,80787,-0.005,0.305,0.127605196364728,0.035574702985095,1.1080737760705186,3.483996623922727,3857.998282000001,24
-2.923,16.622,6.02678031071047,3.305426590307784,0.6349773789882001,0.0196716308478639,10346434.374277998,691,-16.275,30.026,2.561944141527614,6.624691019307794,0.498573202869936,0.6528972787643683,11047617.477816,7867,-9.252,15.652,1.2325053063722131,4.0976367881279145,0.4621372454940451,-0.4739315316804431,4009477.185341,6748,-0.367,0.352,-0.0034256148907216,0.0800697983788009,-0.0189435941744786,0.1912331624012377,1406.4947079999995,86467,-0.33,0.305,-0.0093466220967933,0.075528067760125,-0.0230010428057984,0.0123804424879314,1268.304834,87632,-0.386,0.318,-0.0122985770519951,0.0825552025914035,-0.0092402220112284,0.0003146693569382,1525.5567930000004,80672,-0.005,0.362,0.1424629101935319,0.037751544566639,1.0689783165978646,4.001927943617446,4756.475917,12
-2.144,18.316,7.169786327556224,3.334077590190291,0.6365866993467361,0.0191648999190428,13697476.352292,160,-17.005,31.007,2.6340540708316027,6.692268218371673,0.4973895852835565,0.6824011682976932,11331956.514488,8079,-9.316,15.394,1.3106945906345997,4.275948546216192,0.481740393844849,-0.4940632637126558,4382004.579012999,6724,-0.386,0.36,-0.0072868091088765,0.0811102248543399,-0.0204452033021379,0.1706727387236828,1452.944464,85537,-0.329,0.316,-0.0122829795100487,0.076242580238049,-0.0167372953404683,0.0156978794996027,1306.5619579999998,86721,-0.394,0.341,-0.0163914954606245,0.0839554266745204,-0.0121200737947017,0.0124210447757966,1603.0659380000002,79255,-0.005,0.361,0.1446791855141658,0.0426507537090403,1.2456174942612757,3.4866902618720115,4984.389146,18
-0.31,19.033,8.26442369602511,3.296783442121273,0.6354387124572703,0.0218121531365507,17352039.099790003,8,-16.805,30.47,2.7183239360148925,6.666147773128609,0.495516946822906,0.6881741578741005,11359148.724028995,7961,-9.117,16.286,1.3857224741760046,4.359769769309207,0.4842671616528043,-0.5250737912140897,4586856.6970730005,6802,-0.354,0.374,-0.0030445669233857,0.0815740821597875,-0.0227362932767207,0.1554133923527558,1460.494598,85563,-0.321,0.313,-0.0054231485199109,0.0768268829820262,-0.0202815087672549,0.0120409065473241,1300.0980180000004,87310,-0.422,0.325,-0.0077242079424754,0.0844950461100752,-0.0236689014827637,0.017078531857551,1577.8575869999995,80452,-0.005,0.381,0.1429286555097273,0.0431412561969263,1.5495540461367578,4.36576330233015,4885.380451000001,14
0.371,20.121,9.352762568123934,3.353029459105084,0.6355743872498298,0.0266136838756256,21627495.768818,0,-17.554,31.863,2.753802556986755,6.7477737053826,0.4993763945785282,0.6997539711455341,11636899.825020997,8109,-9.479,15.717,1.4451139278639438,4.469697752801529,0.4887978135547387,-0.5238963611053,4834452.691530001,6755,-0.405,0.384,-0.0011227052390385,0.0823880501292206,-0.0201842525662337,0.1680203460930318,1487.379299,85494,-0.33,0.314,-0.0030776681303232,0.0773725527091169,-0.0271754019990642,0.0280764238268305,1313.6301540000004,87826,-0.412,0.336,-0.0049717782058187,0.0853117318028205,-0.0274866043871481,0.0127033734445252,1599.9361890000005,80954,-0.005,0.403,0.1400439507773203,0.0424610795529471,1.6529690549103753,5.417529285162058,4691.779971000002,26
0.912,22.009,10.394306778802031,3.350597036191155,0.6344455254829885,0.0176593463343293,26122210.350353003,0,-17.946,30.57,2.771969103419307,6.732715258984385,0.5047143411498817,0.735786784321554,11610973.524844998,8004,-9.145,16.716,1.4986494674026687,4.503499181994116,0.4892447436592304,-0.5302642798059636,4933965.463785,6693,-0.37,0.368,-0.0009868505759721,0.0819332339568851,-0.017623751465184,0.1747167269657357,1470.506567,86322,-0.323,0.336,-0.0036140507074664,0.0769725909446776,-0.0290843826896048,0.0317191482495848,1300.505975,88567,-0.39,0.346,-0.0048286374365928,0.0853561271030155,-0.0272515367491106,0.0191352409637071,1600.813737,81056,-0.005,0.345,0.137219106843636,0.0383376114447834,1.3263724906607983,4.046058480097444,4445.874212,16
2.76,22.748,11.439320504570617,3.361519123001735,0.6377463863845065,0.0159650437534364,31149193.478437006,0,-18.259,31.434,2.798192171305741,6.707743917888105,0.5016659367270586,0.7358535238407544,11574527.409114003,8032,-9.277,17.085,1.5488337463546875,4.550964629811509,0.4785440054362686,-0.5747948356568484,5063809.320836,6639,-0.371,0.382,-0.0017287704742215,0.0815752674473374,-0.0178973296930072,0.1605142947211586,1458.767601,85664,-0.321,0.306,-0.0045615584368168,0.0767470587254959,-0.028805620891945,0.0292226079196744,1295.176913,88154,-0.429,0.332,-0.0067222168978217,0.0853285148382091,-0.0246762369682908,0.0072422029427268,1605.2753360000002,80104,-0.005,0.361,0.1363994167499555,0.040218690619016,1.5447936736218904,5.053472271974849,4431.057725000001,14
3.088,23.477,12.483297566588886,3.387357308359172,0.6363842220327297,0.0034739651892432,36639030.157296,0,-18.383,31.719,2.8410256811861565,6.779071141167825,0.5040801167308151,0.7386260277520025,11831539.761906998,7987,-8.889,16.812,1.621184827825547,4.6704732873332375,0.488707419450932,-0.5603004410187733,5352508.948985,6636,-0.393,0.368,-0.0006496646011516,0.0811915570623884,-0.0130756827065865,0.187848034668101,1443.70279,86441,-0.342,0.316,-0.0031618316567196,0.0766289011191684,-0.0288323186900703,0.0368647991444879,1288.1078149999998,88001,-0.426,0.383,-0.0047625631869511,0.0850857854438067,-0.0227378855230131,0.0283779847919367,1590.3796879999998,80190,-0.005,0.318,0.1319234039444183,0.0360493465460615,1.217073714924246,3.7607896779616254,4095.899214,18
-5.489,11.727,3.090844784470351,3.0074524905713385,0.0585498367681153,-0.6658736151976954,4135016.330300001,6361,-22.816,25.453,2.5544717499640184,5.840005003937624,0.3365159733657882,0.5224134773423041,9033696.434647,8410,-9.756,14.134,0.427659465853483,3.961955399468194,0.4363457786597681,-0.4844857002435794,3530676.249023,6333,-0.399,0.423,0.0097535576784686,0.0875901138619715,0.0264294246955749,0.140154308322181,1726.9115989999998,101065,-0.349,0.375,0.0131682498560736,0.0831927456469686,-0.0122685026388713,0.1297059593137075,1577.341542,102982,-0.433,0.429,0.0166649260578583,0.0906550785519524,-0.0207544390804681,0.0722388902089741,1888.972451,93578,-0.005,0.279,0.1158105704879101,0.031827155141909,0.81409516470188,2.5048003524171705,3207.208247,42
-5.72,12.547,3.5025424282282445,3.234545384442969,0.07867538653715,-0.6120271948089417,4976923.993967,5286,-19.342,28.56,2.588326400496899,6.29609127502504,0.4392032433348226,0.5636194411430533,10146517.629751995,8441,-10.288,15.475,0.4710854410434877,4.391624137035607,0.4879492724361525,-0.4604280906982043,4271475.57348,5954,-0.411,0.397,-0.0021489920441363,0.0880726472253815,-0.0115867250393186,0.1839623263034697,1699.4149129999996,100290,-0.377,0.342,-0.0089301007499155,0.0835688917908505,-0.0156025500057741,0.119096238116116,1546.6042450000004,102038,-0.391,0.369,-0.0115590067501529,0.0915115938738732,-0.0225393498632685,0.0776239424132065,1862.8824469999995,93009,-0.005,0.312,0.1297753541775134,0.0351999589246385,1.223248878810562,3.7886137064187455,3958.908218,20
-5.697,13.062,3.62754071127108,3.262850300264296,0.0804618402196666,-0.6105828936503537,5211718.966193,5040,-18.899,28.201,2.7015430361938866,6.364601635760712,0.4502982864682091,0.6382592992116023,10466329.688686,8456,-10.418,16.263,0.5469044086748396,4.532153746994664,0.4892850231267494,-0.4799799272003779,4562417.694164,5912,-0.401,0.364,-0.0061632881442639,0.0883155972484036,0.0004328176637994,0.1900664213048482,1715.9003950000003,98010,-0.367,0.349,-0.0109526930736484,0.0838676776977931,-0.0051349134368656,0.1359738216432506,1566.177509,100103,-0.405,0.383,-0.0149463257997917,0.0923588111814573,-0.0117854998103685,0.0877660396025605,1916.422071,90673,-0.005,0.312,0.124537134818117,0.0338083402993103,1.173253724179438,3.788927569496697,3645.764386,14
-5.821,13.397,3.779713830476903,3.313509057957909,0.0750028914789207,-0.61250486582284,5534110.895582001,4870,-18.117,31.635,2.791007003351017,6.374458844386248,0.4587006934961208,0.6785280261909037,10606534.054894002,8474,-10.655,16.411,0.6346134004145398,4.632759019077083,0.4907184036262698,-0.4962365676542668,4789286.089779999,5972,-0.414,0.396,-0.0019636136195545,0.0876806329121646,-0.0064651224277134,0.1794510070164756,1684.7776659999995,98746,-0.376,0.379,-0.0048446890493886,0.0829455174377055,-0.011592210929357,0.1380329258008599,1512.106593,101530,-0.446,0.376,-0.0067380956728969,0.0919903104461175,-0.0241581366460273,0.0914482834409255,1863.4834210000004,91172,-0.005,0.282,0.1219479907595942,0.0334317735848821,1.2148636584611834,3.786073109325689,3502.196574,36
-5.501,13.286,3.959574188686141,3.3637397663373103,0.0673531319715791,-0.6619151521034152,5909695.222737,4722,-17.659,29.266,2.877143773266038,6.441878456913733,0.451201006517074,0.6554070301754136,10897613.279875996,8446,-10.615,17.198,0.7352879941535158,4.808708349361364,0.4894799381644737,-0.5345602262145248,5180925.743997002,5935,-0.408,0.392,-0.000493794961975,0.0874428350717979,-0.0015243637346119,0.1830978805835981,1674.077351,97955,-0.367,0.343,-0.0032779363738095,0.0826467977518497,-0.0133784408924064,0.1128493603835947,1497.779621,100488,-0.448,0.42,-0.0046000685134857,0.0922075160695103,-0.0245063618257187,0.0740545194643145,1866.059154,90351,-0.005,0.276,0.1198701441066983,0.0327854913363374,1.3504097194474682,3.9942062821434137,3381.174118,32
-6.257,13.976,4.102318048539876,3.4031322752233555,0.0601403214318204,-0.6663473338576513,6220542.205084,4573,-18.093,31.022,2.979011577774328,6.5167668122606965,0.4664927554259744,0.7101952126037272,11241660.131636998,8471,-11.317,17.306,0.8195358431451356,4.990455886771666,0.4895970413379187,-0.5468780779489086,5600005.867425,5885,-0.425,0.428,0.0001582067466225,0.0876311791957765,0.0045515636845051,0.2056675329149091,1681.394518,97450,-0.374,0.382,-0.0024464316705792,0.0827378520418276,-0.0102150941978758,0.1094644040508403,1500.164628,99938,-0.49,0.383,-0.0038686345077048,0.0924648658155048,-0.0294036855165596,0.088565824312373,1875.270659,89412,-0.005,0.258,0.1197292627675219,0.0311815839318147,1.2144863873632172,3.86482996284296,3351.612759000001,10
-5.936,14.002,4.158351993935076,3.369771992915444,0.056493137465777,-0.6559400621864664,6272706.098615999,4351,-19.028,31.582,2.970009225260773,6.567622329646531,0.470815311531541,0.7115865863290276,11376147.812092,8392,-10.807,16.822,0.859645772821103,4.945501153032352,0.5025783966275207,-0.5326525397638786,5517205.4305610005,5975,-0.41,0.488,-1.1065745967373738e-05,0.0872587634929682,0.0160331945776824,0.2440242658842195,1667.204411,97580,-0.356,0.37,-0.0030150207340019,0.0823104096549719,-0.0029775481457247,0.1312754204405704,1485.465559,99971,-0.438,0.407,-0.0045270683765367,0.0921683610820403,-0.0234804720757608,0.1234388149443148,1864.579695,89755,-0.005,0.368,0.1205915538627353,0.0330442472658991,1.691492238705527,7.138354401061559,3423.335761000001,16
-5.867,14.14,4.244659925740201,3.3779437131069066,0.04789450212076,-0.6807868874441101,6443494.424962001,4310,-19.342,32.005,3.004315626983801,6.571778092447164,0.4711393529832015,0.7348748877519018,11432825.809282005,8340,-11.892,18.257,0.9149139983832736,5.020251830682847,0.4991443959921485,-0.5411486012340911,5701718.376098,5990,-0.403,0.452,0.0004108676887664,0.0877277310173748,0.0097043802700876,0.2608293500632563,1685.187016,97211,-0.39,0.361,-0.0021777850850151,0.0830245153867061,-0.0156469878046298,0.1443439047526511,1510.3451179999995,99545,-0.459,0.431,-0.0034533090367691,0.092906896553619,-0.0354254806238534,0.122215499925907,1892.60634,88602,-0.005,0.266,0.1178602719205703,0.03049875219956,1.2292882300897348,4.0093443451977215,3245.267693,22
-5.127,13.829,4.366225470090936,3.3800281045552625,0.0445620831026515,-0.7020103310114392,6675357.434795999,3992,-18.503,30.873,3.049286841107665,6.582078208981703,0.4678503813236349,0.7139845351601268,11521364.645028,8342,-10.601,17.72,0.9767496015017332,5.073709095198445,0.5017761646044925,-0.5783318109274376,5845106.804511,5961,-0.411,0.463,-0.0010886607261117,0.0881589616331089,0.0111412163945833,0.2707585776918031,1701.9083550000005,97910,-0.418,0.407,-0.0044459252695857,0.0834683568601431,-0.0197446383747375,0.1914416185685756,1529.7172300000002,99778,-0.486,0.432,-0.0061728820216764,0.0938412039976911,-0.037067911923599,0.1492620554504933,1936.4189,88747,-0.005,0.251,0.1170854544707166,0.0283414928985831,0.8750875604003221,3.4348881727244134,3177.411455,30
-5.274,14.802,4.481407527191167,3.4048770682554963,0.0386156251298878,-0.703269937451442,6934320.65646,3880,-18.904,30.702,3.1252352943863544,6.641055631947442,0.4725095085358404,0.7566317709710653,11792955.849994,8303,-11.479,18.611,1.05675248157944,5.197228830905807,0.4970120455935604,-0.5553426689119485,6157538.879211999,6055,-0.444,0.434,9.158889604546076e-05,0.0893127807829705,0.0100947721968231,0.3022831586477164,1746.213126,98090,-0.415,0.364,-0.002898758867678,0.0841737255019051,-0.0203077922446854,0.2162638555296525,1552.8783019999994,100474,-0.459,0.435,-0.0040759616834084,0.0949475457936736,-0.0414079867108961,0.1462777788652776,1977.136563,89198,-0.005,0.271,0.1159441467614988,0.0296331571814881,1.1879926806471743,4.169089105762849,3135.089229,12
-5.202,14.646,4.570017230676538,3.42100643686686,0.0239107772653309,-0.720512747163601,7139637.908191,3662,-19.565,31.433,3.1564286718457595,6.626617772721637,0.4729022615728568,0.7651047250303362,11803237.356469998,8273,-11.1,17.915,1.1225033867978784,5.219861350276859,0.5019475257517158,-0.5812411871707304,6245449.987073001,6002,-0.418,0.423,0.0008572204522424,0.0896899256387735,2.654776969120768e-05,0.2806912821642724,1762.5426790000006,98349,-0.405,0.372,-0.0017720438549245,0.0848909965726845,-0.02590923120744,0.221741971425716,1579.5199159999995,100263,-0.466,0.415,-0.0028395013830185,0.0954506626464443,-0.0410907919057,0.1307610627136299,1997.8124110000003,89460,-0.005,0.293,0.1179091361383201,0.0320104112292049,1.2023982917563754,3.953428521371881,3270.3462650000006,36
-5.344,14.369,4.617062747998886,3.3775574590632607,0.0129706436876603,-0.7436500206415548,7166897.422597001,3498,-19.32,31.203,3.158323940767936,6.635017585889931,0.4796225214781298,0.770374079115729,11825782.569044,8292,-10.896,18.212,1.1410948388834854,5.201554054953879,0.4985700501134597,-0.5671656015116859,6210517.400548998,6023,-0.407,0.481,0.0001949973288037,0.0904994034480609,0.0019249911886261,0.2884041644303017,1793.6658110000003,98367,-0.423,0.391,-0.0028499929224713,0.0856655091905661,-0.0371073904929155,0.2119581656938969,1608.942423,101240,-0.517,0.416,-0.0041050350908435,0.0961939819625678,-0.0541234448814744,0.1429507431095342,2030.177789,90072,-0.005,0.258,0.1150934781715319,0.0292782949728936,1.0508154013310844,3.799078791048996,3088.757727,14
-6.363,16.372,4.236544866384089,3.919858276487148,0.1636937568153181,-0.5140882683781252,7301426.575203999,5495,-21.174,36.051,3.4142192286458646,7.582672439744043,0.4973538781628412,0.8613320506647675,15156591.438013,8202,-10.942,22.528,3.298673253548566,5.956840368548193,0.5262616658426293,-0.5135410441379316,10161962.832139,6560,-0.449,0.394,0.0136769036332029,0.0812113936462681,-0.0592435005181454,0.2739898478989078,1486.5009959999998,91366,-0.372,0.41,0.0181696194330506,0.0750143864139188,-0.1018495535234588,0.1459896223359749,1305.6722040000002,90753,-0.469,0.472,0.0239165134391553,0.0922236129208951,-0.1044537719184483,0.1575942586149881,1989.467422,74373,-0.005,0.317,0.1449458692448431,0.0369141741173393,0.9487665534113824,3.374830575499568,4903.328503000001,16
