,Force_X_min,Force_X_max,Force_X_mean,Force_X_std,Force_X_skew,Force_X_kurtosis,Force_X_energy,Force_X_zero_crossings,Force_Y_min,Force_Y_max,Force_Y_mean,Force_Y_std,Force_Y_skew,Force_Y_kurtosis,Force_Y_energy,Force_Y_zero_crossings,Force_Z_min,Force_Z_max,Force_Z_mean,Force_Z_std,Force_Z_skew,Force_Z_kurtosis,Force_Z_energy,Force_Z_zero_crossings,Vibration_X_min,Vibration_X_max,Vibration_X_mean,Vibration_X_std,Vibration_X_skew,Vibration_X_kurtosis,Vibration_X_energy,Vibration_X_zero_crossings,Vibration_Y_min,Vibration_Y_max,Vibration_Y_mean,Vibration_Y_std,Vibration_Y_skew,Vibration_Y_kurtosis,Vibration_Y_energy,Vibration_Y_zero_crossings,Vibration_Z_min,Vibration_Z_max,Vibration_Z_mean,Vibration_Z_std,Vibration_Z_skew,Vibration_Z_kurtosis,Vibration_Z_energy,Vibration_Z_zero_crossings,AE_RMS_min,AE_RMS_max,AE_RMS_mean,AE_RMS_std,AE_RMS_skew,AE_RMS_kurtosis,AE_RMS_energy,AE_RMS_zero_crossings
10,-4.426,12.517,3.1589519489609135,2.532655726557228,0.39775089868705715,-0.19447121920531973,3653868.4387999997,3570,-13.826,25.019,2.8303608987473527,5.489351087221109,0.6793169651339784,0.803315664715297,8501791.501422,8282,-8.952,11.787,0.4788699571085031,3.8857779222289,0.41355793506361427,-0.7203161538792937,3416542.8878070004,5096,-0.394,0.36,-0.0031959100534797737,0.08322978739557814,-0.012062632451930242,0.11220472756593258,1546.2588139999998,92168,-0.338,0.344,-0.007303367610638527,0.08030636885508252,0.034514882831301955,-0.010755115383212832,1449.312085,93242,-0.389,0.362,-0.008747940669753419,0.0851721220329761,0.02251927348996689,0.03953182328978855,1633.943849,88514,-0.005,0.297,0.11596627902803204,0.03959255320171348,0.10944004044361075,3.5821956928778063,3346.8285039999996,14
11,-4.157,12.548,3.2981857333195754,2.568111520779499,0.38628899787331095,-0.19044841819514158,3894967.66666,3502,-13.161,26.644,2.9722482829470054,5.579964682160188,0.6845670393943004,0.8185551329155927,8909780.763595004,8246,-10.466,12.828,0.6002216938598813,4.092080398042998,0.4245371517519799,-0.714114692470551,3812962.41402,5136,-0.392,0.382,-0.002026880683322043,0.08380010531473284,-0.0182339265091173,0.1714207449977483,1566.2918079999997,89677,-0.369,0.359,-0.006013987645293415,0.08084041401263656,0.009736076130334274,0.025820683984693282,1464.817566,91163,-0.416,0.384,-0.007112802867512148,0.0858923352804742,-0.02228363350154644,0.052964653261665884,1655.794528,86094,-0.005,0.354,0.12159416089829575,0.03954680163244675,0.6312867475576914,3.8879587588063567,3644.390322000001,22
12,-3.258,12.041,3.110671025541398,2.3020899022167134,0.4914354279139779,-0.11732581652708562,3353261.6869159993,3984,-19.125,26.165,2.670162314491025,5.170222357367266,0.610659805751583,0.771764299641772,7581816.029144002,9074,-7.509,13.28,1.5423733269022069,3.8919852053316135,0.4075539740320161,-0.8092935986033831,3924353.0043719993,5622,-0.388,0.413,0.017388868791618096,0.0879302019068693,-0.01716035152026995,0.11659293848606556,1798.9141030000005,89540,-0.324,0.412,0.02330626454260846,0.08489483409004682,0.0234614094474296,0.09836072720686184,1735.3735350000002,90071,-0.367,0.402,0.030822764401927546,0.08926797290006457,-0.009534968477197273,0.04767130580567169,1997.0125460000004,83648,-0.005,0.299,0.11927301919066058,0.03937497997760169,0.806499445208354,4.031444142507347,3532.5173889999996,18
13,-3.127,11.536,3.2112215955995835,2.29170062445084,0.48292258222910056,-0.18371295541831056,3468987.001547001,3649,-12.256,26.133,2.8436016025986146,5.215259218338508,0.6777614964954464,0.731045185396197,7864575.611101998,8932,-8.109,13.804,1.6748520557409994,4.098386568080121,0.42542999421621763,-0.8106388333750956,4369011.907236999,5541,-0.42,0.37,-0.0073854312479810485,0.08824614882858624,-0.043096262121321664,0.12239941023286471,1747.8637220000007,90323,-0.365,0.343,-0.018391196475359823,0.08457993000496582,-0.04224635776167638,0.07682949478394718,1669.869891,91025,-0.423,0.323,-0.022177250457628948,0.08894087007448444,-0.04747892234304121,0.06344062896729552,1872.7658950000005,86424,-0.005,0.295,0.12081256056853668,0.037757021924705425,0.5413094221191342,4.142108231464231,3570.9468439999996,16
14,-3.276,12.225,3.296506989652266,2.3034112533602435,0.48316384884100505,-0.14467714833604228,3607209.8583029998,3413,-12.062,26.071,2.952020049855634,5.29704411250634,0.692437524200618,0.8032572197954715,8201990.968790001,8757,-8.204,14.644,1.7760855436595477,4.235659032678635,0.44216355550416264,-0.800766318460354,4705159.319623998,5514,-0.399,0.408,-0.006405121859364071,0.08701227531405382,0.0015352985352120206,0.1181382062100731,1697.83941,88569,-0.348,0.347,-0.011401889313319348,0.08364580603368309,0.013692307376093293,0.07595108019778607,1589.5437150000002,89952,-0.389,0.364,-0.014292668711106328,0.08815483622302817,0.0017803802698760712,0.08730783428192446,1778.8920360000002,85655,-0.005,0.303,0.12234108965047252,0.039765243391023074,0.8044326914243748,4.503706044435909,3691.068104000001,16
15,-3.34,12.472,3.403823920534079,2.3234500758140126,0.4651973632895269,-0.15188710949951822,3785621.915282,3197,-11.813,25.268,3.053640056889559,5.360842972773454,0.6888455811128654,0.8175326586139193,8483836.325203001,8630,-8.335,14.658,1.8749619809052078,4.375565883553808,0.45051532338258193,-0.8086399116757219,5050859.024337999,5486,-0.401,0.419,-0.002193868669466279,0.0853967003788668,0.013607887509036257,0.1084582424892,1626.4977149999997,88527,-0.341,0.366,-0.005557495244248234,0.08178524888765926,0.009343795676335162,0.0474758840562064,1497.7366329999998,90612,-0.385,0.38,-0.006843463981910197,0.0869385743190574,-0.002869237287839941,0.07016794104868795,1695.0888260000004,86837,-0.005,0.291,0.1250738263163562,0.04010302465194274,0.5708376220519654,3.837052144328098,3845.198559000001,16
16,-3.362,12.506,3.4769094938947664,2.3612856094995323,0.46958846931822096,-0.08738995219232093,3945075.692842,2979,-12.954,26.901,3.1594011095538956,5.392804027965579,0.7013399643411186,0.8405085858294226,8724284.875918001,8451,-8.019,14.959,1.9758074355334858,4.516616247156174,0.45267158175735284,-0.8048193564526995,5427783.839657999,5527,-0.401,0.445,-0.002218301818360923,0.08625486988932955,0.005932040405574776,0.13059434363222744,1662.6673140000003,88092,-0.394,0.343,-0.006139750954852172,0.08244372707299231,-0.010692627986679585,0.07494430143854514,1526.399369,90201,-0.439,0.406,-0.0070794419096147886,0.08764463130700903,-0.036411485678298335,0.06389164092627952,1726.7360510000003,85971,-0.005,0.322,0.12576543547079921,0.04110792249879753,0.6691313429411436,4.148761430206393,3909.845826,18
17,-3.196,12.935,3.606972301451196,2.4023347755475624,0.4677719427081397,-0.06288621976012543,4194514.382751,2705,-12.347,27.698,3.267412187182369,5.553895976643595,0.69464502987529,0.8755977865073574,9273144.565863999,8458,-8.5,16.341,2.0938555878441605,4.715577255951147,0.4680305664449553,-0.8090013204698252,5945303.240806001,5508,-0.414,0.43,-0.0003193303273586974,0.08727430059893818,-0.003116337144663925,0.18118602050203325,1701.098743,88668,-0.374,0.362,-0.003881701315972114,0.08370985898361975,-0.02324019816749783,0.14125203140617737,1568.32846,90492,-0.413,0.384,-0.004087600130746464,0.0890066578535455,-0.05657376070900834,0.07044455678332495,1773.009006,87188,-0.005,0.319,0.12707900310298967,0.041534316087343974,0.6499724539716379,3.9555086570299958,3991.890829,12
18,-2.957,13.372,3.8132997963102544,2.4794148986734816,0.47023585380962,-0.037472924643206174,4611268.759617,2440,-12.938,29.711,3.4658042469760586,5.752168955662918,0.7102563962759737,0.9039913855144901,10052047.827259002,7934,-8.74,17.207,2.249775640680521,4.977383977306617,0.4638549114681198,-0.8318503737371552,6650026.308460999,5509,-0.476,0.405,-5.213380711388664e-05,0.09150600658246753,-0.0489216447424159,0.09807354059219486,1866.311298,91331,-0.389,0.394,-0.003452778974193315,0.08770672262090799,-0.04609699129080379,0.052096013849991074,1717.2085809999999,93260,-0.453,0.379,-0.003984673916944833,0.09362388803265399,-0.08671959771588558,0.03095878312839817,1957.2398660000001,88626,-0.005,0.322,0.12992245881339504,0.04213202045735042,0.7783652524784928,4.31014378546052,4157.963267,20
19,-3.327,14.004,3.9297082405445,2.5320234416606477,0.472155886055777,-0.03913489705312401,4877247.855508,2259,-12.512,30.134,3.591685128843922,5.8292279261358155,0.7219722300584317,0.9685144969591635,10462526.160202002,7762,-9.468,17.39,2.3728499128494427,5.126085386920207,0.47898782142717,-0.8212337614265204,7120919.778951,5486,-0.435,0.426,0.00014147963275785576,0.09345657188500002,-0.03337365800489568,0.06215096656724839,1949.252849,95039,-0.389,0.382,-0.003109276493545482,0.08964535597184993,-0.035245012486056666,0.0411381402500397,1795.6646090000002,97000,-0.418,0.376,-0.0033601625615542834,0.09604177506056831,-0.06368571515152883,0.005155072786682258,2061.100281,92103,-0.005,0.322,0.13365340962554387,0.04440461901470076,0.7705957032643375,3.9282263515680294,4426.714737000001,16
20,-5.165,17.376,3.4952970690156273,4.07172249416745,0.6413671044183857,-0.3292527253439843,6440070.582083002,6718,-23.219,32.084,2.9378993807149727,7.0692706194522,0.5961967567594894,0.9086220335735238,13106853.081407,6935,-8.79,16.101,1.8355770976324086,4.701684897015109,0.47893401911012207,-0.7281172435095633,5697375.453872,5480,-0.506,0.442,0.014232743857452658,0.0909550236633587,-0.0685126015398932,0.1182138113511364,1895.4697259999998,98663,-0.408,0.389,0.020091765968387406,0.08766965094754209,-0.0177256198987631,0.02406857427862441,1809.201363,98842,-0.453,0.437,0.027048277403921392,0.09943731350854217,-0.06290990994949111,0.027347279273753244,2374.9632819999997,84834,-0.005,0.292,0.12181159426770105,0.039654653862184704,0.4388350026033721,3.212676146176899,3670.1372400000005,22
21,-4.863,16.648,3.5276763487706697,4.019802283041914,0.621885075211902,-0.3599473838924099,6388047.055753999,6955,-17.09,33.263,3.005904371499061,6.876014109425572,0.6352041987880908,0.9737820422754644,12576957.566361,6958,-9.455,17.419,1.9357039174685333,4.803128738599938,0.4814089851140825,-0.7437569175993826,5989096.949254999,5444,-0.434,0.396,-0.006533127661384568,0.0913572059344582,-0.024697058737122062,0.113114902683912,1873.4921769999999,101187,-0.43,0.354,-0.016809145983799977,0.08789342829537893,0.024565640115172916,0.00814249707418746,1788.398747,100888,-0.51,0.424,-0.02044833051989629,0.09931894023603004,-0.0005536879431472197,-0.0005097447875526129,2296.386273,87866,-0.005,0.323,0.1178966341740809,0.03799310256144216,0.4715629000432163,3.6074533546206418,3426.6173650000005,20
22,-5.094,16.807,3.6023590501262555,4.031870052024642,0.5943908334665343,-0.408697146882,6529342.286084,7044,-16.589,32.69,3.0880000984974654,6.8622787778232555,0.6404254131289029,0.9803358205967649,12647847.047072,6956,-8.977,17.233,2.05113762334569,4.944554055696018,0.4867993639837635,-0.7545233337229655,6400416.029385,5445,-0.468,0.401,-0.005481227278425474,0.0914662869916877,-0.05672059847670392,0.1308061955858717,1875.316643,102720,-0.432,0.391,-0.010263771736599868,0.08825243466825938,-0.025259893799903125,0.0554761296341697,1763.1281210000004,103522,-0.52,0.423,-0.013073380612116978,0.10008613879298743,-0.05297307309160149,0.022368294797557642,2275.5740700000006,90397,-0.005,0.294,0.11508710309998386,0.037537322142704097,0.5541256532817461,3.7426538736946915,3273.077931,16
23,-5.068,17.101,3.7004713306451618,4.04752893363104,0.5773295905187237,-0.4268101221515308,6712942.027080999,7049,-17.452,32.714,3.221048086917562,6.909982399621474,0.6394669540934228,0.9594626313683055,12973007.535365002,6990,-9.235,16.97,2.1673940143369177,5.087740519989068,0.49994780015141654,-0.7628676391194884,6826032.846882,5473,-0.445,0.397,-0.002154327956989248,0.09358826389943645,-0.04535080978395836,0.1549577288786077,1955.983074,102453,-0.421,0.388,-0.005997168458781363,0.09013254571949969,-0.01802412853104364,0.07208095478740262,1821.268572,103531,-0.527,0.444,-0.007151612903225802,0.101700074722657,-0.023024278337928562,0.04687868202290968,2319.9417880000005,90755,-0.005,0.287,0.11612591845878138,0.03828743781215435,0.48895889675194776,3.1840769203453148,3337.096738999999,16
24,-5.555,16.473,3.7747037292910623,4.053182559498591,0.5490794673353999,-0.46251128394037977,6838152.341762999,6921,-17.104,32.581,3.2991199716478774,6.826912263816267,0.6347314755058202,0.9746847020746117,12815312.673937999,6981,-8.814,17.306,2.277249848594282,5.182918803313419,0.49157172312147657,-0.803151621156446,7143939.484999,5402,-0.44,0.397,-0.0015953317691814225,0.09339226200208336,-0.062412265427437726,0.1464765499269287,1944.8138930000002,103060,-0.394,0.382,-0.005014512518449068,0.09008260575963535,-0.028738911946498205,0.07233555954259785,1814.49215,104600,-0.464,0.443,-0.005832197603527864,0.10172015831513603,-0.04508482988978968,0.02110469675616722,2314.0298890000004,91581,-0.005,0.284,0.11458309818716886,0.037350483741000466,0.7521742366766074,4.467263512792702,3237.6348789999997,38
25,-5.111,16.963,3.8565041577060937,4.0681837521162985,0.5324745308155007,-0.4725046094925598,7013539.767696001,6953,-16.227,33.4,3.379073082437275,6.8969149783088115,0.6365126286436279,0.9689985561373953,13165531.905314002,6999,-9.765,17.591,2.370501720430108,5.330790674170305,0.509940785695831,-0.7649015226810949,7596942.403094003,5419,-0.425,0.397,0.00031183243727598593,0.0930059662320103,-0.045761777842705194,0.09079072685695522,1930.7175509999997,103336,-0.39,0.385,-0.0030348431899641574,0.08960475725410519,-0.005779528917850852,0.051522835181523785,1794.1232989999999,105017,-0.466,0.453,-0.003196500896057346,0.10135471198163741,-0.02019326287179954,0.0061431809163887685,2295.1542689999997,91679,-0.005,0.271,0.11595620967741935,0.03615664045753701,0.18488574030167904,3.174406667988153,3292.9007040000006,22
26,-4.914,16.8,3.9100789014449715,4.0583661533273725,0.5178681208168144,-0.5111461832787079,7079425.759509999,7027,-17.412,32.792,3.417062132420562,6.858684085483039,0.6289294550232589,0.9992026037355584,13088810.072109004,6947,-9.346,19.391,2.427147915535797,5.367401526748025,0.50760443224529,-0.7812777012558234,7734993.179063,5423,-0.425,0.397,-0.0016143528134546967,0.09253757426351328,-0.024518186996748927,0.0899714474504405,1909.4044389999997,101556,-0.432,0.384,-0.005401415811691663,0.0890238933548373,0.010352540537041915,0.03243566882155813,1773.1217710000005,102660,-0.47,0.426,-0.006280627694461017,0.10128314994534621,-0.0114351414008011,0.00015001735737563138,2295.465417,89687,-0.005,0.28,0.11413024032012775,0.036054086525491594,0.3788072666721188,3.4488622985163246,3193.3345080000004,14
27,-5.214,16.788,4.0268000788060885,4.1050567258551185,0.5094954411341525,-0.530095797232172,7384848.269672,7047,-16.847,34.096,3.5524511603748654,6.9110584566471625,0.6488185973286984,1.0766313036874404,13485387.982887,6963,-9.097,19.193,2.565359485611173,5.5637721895144026,0.51213349193933,-0.7862224864104448,8383137.291910001,5400,-0.416,0.418,0.0004227767504130603,0.09202598472578731,-0.03990326631665575,0.07992796378218259,1891.3899099999999,101612,-0.367,0.411,-0.0031568196370442337,0.08885655681858394,0.008182154904648308,0.015268995031046284,1765.5406839999996,102810,-0.474,0.434,-0.0032128033026914966,0.10131677895316404,-0.02554179797971001,-0.002806248615693896,2294.828279,89048,-0.005,0.288,0.11634801842987827,0.03634959140829144,0.3688002513802837,4.104793704124475,3318.314828,32
28,-4.52,16.98,4.0849473242684295,4.091435132924788,0.4937096322454106,-0.5588289820544383,7451148.137389,7055,-17.249,32.584,3.597924364432442,6.875841856456461,0.6520360995665808,1.103420467778247,13424157.137251997,7085,-9.675,18.731,2.6514216077268506,5.639902777918316,0.5117647241533274,-0.8015893752342818,8657505.95609,5382,-0.43,0.402,0.0001975362364351691,0.09345518403459711,-0.05341401400543261,0.07768091180577175,1946.8759769999997,99554,-0.404,0.387,-0.0033833368474413556,0.0901594950959018,-0.030037322132830956,-0.0057876784096775324,1814.5278750000002,100880,-0.501,0.43,-0.0036498602581299254,0.10285725894424959,-0.062217300231509315,-0.004033321657389344,2361.2716439999995,87900,-0.005,0.29,0.11393401850962943,0.03525348669544207,0.4265718108933561,3.9849932678973383,3170.633306,18
29,-4.684,17.718,4.167047647849462,4.1119039301257505,0.48182343453365617,-0.5703613590529732,7649502.426949001,6966,-17.079,33.724,3.6887984408602144,6.88693647442841,0.6653971039732093,1.146601159790115,13623439.526337996,7127,-10.092,21.464,2.758505152329749,5.789958791117292,0.5166306157065302,-0.7889413828396612,9180846.156725999,5440,-0.463,0.481,-0.000201953405017921,0.09397886899243395,-0.0378428862069912,0.10839131444236205,1971.3088800000003,101526,-0.462,0.391,-0.0038301254480286743,0.09066716737616008,-0.030234512748784772,0.026212648486808376,1838.089558,102583,-0.523,0.438,-0.004322719534050181,0.1034495498265463,-0.039630016750334965,0.012344522963490423,2392.803841,89203,-0.005,0.286,0.11576214605734769,0.036593831415615674,0.4184756745234485,3.750611916818934,3289.9628569999995,18
30,-5.423,18.409,4.2123813809098705,4.106956681174886,0.46532013395462957,-0.5731714569856661,7715211.49933,6998,-18.596,35.165,3.768868620211653,6.92396576797579,0.6643167712248227,1.1490371649784983,13852906.090885002,7084,-10.6,22.176,2.839900834862344,5.861003866376068,0.5134857449249317,-0.7784765810733076,9455048.474157,5334,-0.432,0.434,-0.00020035350431338067,0.09550450004352486,-0.05438553249809763,0.10160486413112313,2033.195473,101866,-0.403,0.421,-0.003565378110546363,0.09221046496275596,-0.04157933166443401,0.04147014339767363,1898.1860539999998,102916,-0.496,0.411,-0.00404133936862694,0.10485771248872745,-0.054848058221101344,-7.251554707199404e-05,2454.5673049999996,89821,-0.005,0.281,0.11078045497979012,0.035478633669718325,0.6810257871868427,4.416904941372037,3016.2169899999994,16
31,-4.711,17.689,4.309392003371533,4.150117455419813,0.44541924883568307,-0.6179118227100835,7983694.283384001,7020,-17.723,34.12,3.8751763867219022,6.962393420723726,0.6724942288526967,1.1790215388879233,14161442.029911995,7037,-9.558,20.425,2.9552652481124797,5.999477086356568,0.5256060977706453,-0.7870796721290674,9976123.921468,5400,-0.44,0.403,-0.00037316852280267545,0.09455260980420781,-0.033380167803990855,0.09730474978348314,1994.079201,101067,-0.389,0.369,-0.00405776438729578,0.09113688331811029,-0.008619980116492775,0.03901094875282096,1856.2523999999996,102650,-0.495,0.425,-0.0046659672530980426,0.10435945045943687,-0.03336437769522166,0.004494937205862026,2433.993818000001,88697,-0.005,0.282,0.11279963594627068,0.034982452201706635,0.4558133500488202,4.217792147185225,3110.9116199999994,16
